employee_id,department,position,hire_date,productivity_score,quality_score,attendance_rate,teamwork_score,initiative_score,communication_score,problem_solving_score,adaptability_score,leadership_score,projects_completed,training_hours,overtime_hours,client_satisfaction,tenure_months,overall_performance_score,performance_grade
EMP0075,Engineering,Senior Engineer,2023-04-04,76.07517442389613,74.11722518823711,94.07102555061715,99.56761030249176,74.0891527288731,71.3091833691176,71.4410997577931,76.63157514089494,87.23961514357961,6,31.165025432565187,3.7936313734313174,102.34459666992916,27,78.80882950686042,C
EMP0076,HR,HR Specialist,2021-04-07,64.21429954359903,73.45161190969412,98.4025147442244,86.90883601417596,89.06346867659774,76.06380700832094,67.54790881227576,86.78986590567173,68.98973264330488,11,29.63143299561392,11.026690863832568,89.58064982918917,51,76.62869131420501,C
EMP0077,Product Management,Product Manager,2025-03-07,81.25082158909348,67.32030667388935,90.07544721036486,82.86062061987093,40.73942146930962,48.2569440078361,85.58069963521675,76.18307335888863,82.77079297296135,11,36.1121511731089,24.029391932721875,63.592625658694075,4,70.62033504088328,C
EMP0078,Sales,Account Manager,2021-09-06,85.06788653858851,48.67722969206221,91.90027065123343,61.190470034669545,63.426651764139116,55.89245902138104,76.72209501427565,100.0,84.70270228920177,5,26.818301105095856,20.420944862257645,68.59472099922017,46,71.95993679428973,C
EMP0079,HR,HR Specialist,2022-09-06,91.94218905345002,78.34959890036907,90.46623863309355,82.220457370897,62.087347988179886,31.31855043375805,65.67909659951403,55.041634413737285,55.776625438960195,7,69.08002141896151,0.07055037831669181,81.5751208005606,34,65.30193752485819,D
EMP0080,Marketing,CMO,2021-08-17,56.21907958059676,74.9067012061129,100.0,81.71516891525548,80.342049503595,80.09027744706738,54.91841688350601,54.9252946470156,85.05045444523525,7,22.85780552738767,27.96257617741535,91.53384796144952,47,71.02093032854805,C
EMP0081,Sales,Account Manager,2023-07-29,82.27715659031882,89.03565449738423,90.13316670642546,76.59829135450109,74.67844202230887,72.46589550151079,69.35992788663889,66.28741104440209,76.56520338471769,6,59.377485670523726,38.26864373471554,88.42015356059305,23,75.9084977852228,C
EMP0082,Marketing,Marketing Specialist,2023-04-08,71.31382953905934,75.19117347065571,90.9116208307442,73.15202389477413,82.92438233562515,87.30110967511973,61.67616786421122,69.00718569354567,100.0,11,35.22230410711126,0.7128197304566573,102.54778969666287,27,77.57073405912386,C
EMP0083,Operations,Operations Manager,2025-05-14,59.04208100141702,71.09752218921471,92.99482800357606,73.13983628427937,58.0013608078931,92.65826409833974,75.46005367587311,88.73181834023464,67.10710954199256,10,27.62872646846631,5.785420262788206,77.71857464867271,1,73.15475574240553,C
EMP0084,Finance,Financial Analyst,2022-01-26,62.61172220972233,77.08419736878442,94.39650409508565,88.62604875248641,65.22604330997386,88.40477810865795,82.30088621756006,38.998082965025475,62.622853248281906,6,13.301686951090243,10.183849461429554,77.47163793581913,42,70.73432652256155,C
EMP0085,Operations,Operations Specialist,2021-08-16,100.0,81.96732783224374,100.0,88.96311139675862,68.78530910352119,68.15333051944154,57.30062563075791,90.28090108677047,46.399180115094026,7,47.74125281262047,1.476278423687725,98.80347485556833,47,75.23122321057343,C
EMP0086,Product Management,Product Manager,2025-04-02,77.96782477565787,74.41659880379942,94.03725696464083,61.200538889394984,100.0,90.84397584627709,79.68886410780527,91.09128969863673,26.155591851161425,9,31.877522616862755,0.7676427890341896,86.45210551190783,3,75.17058549659158,C
EMP0087,HR,Recruiter,2024-01-12,71.40852199850248,81.53978937632652,88.43017820368487,82.64993945878655,94.47629670234188,66.22346794469058,90.41964842455553,81.39750326094128,4.885970317188651,3,46.65522822608061,0.21895724239557446,85.91651396852556,18,71.62514218541668,C
EMP0088,Product Management,Product Director,2020-12-21,87.83397857943362,100.0,95.74717226069214,98.09113853509423,80.51310568088473,86.37054544754992,68.33498741733722,94.90590267236354,49.58090884724821,8,40.997354888263644,8.048283672759055,85.29098055642372,55,83.20382089748894,B
EMP0089,Customer Support,Support Manager,2020-07-26,60.052938006174216,73.22300721536267,98.3375118165116,63.755924459051776,51.32217031647496,82.88648300324094,64.03598551472487,69.8858418932073,100.0,8,48.01683262422012,15.082543376732735,95.34719356854941,60,70.6452938010296,C
EMP0090,Product Management,Product Manager,2023-01-11,80.01116288853534,90.77367910848338,100.0,81.92880194259268,78.2998253110959,45.655303831041465,65.3553218649688,34.853595481115946,86.66993016570646,8,47.04427915827659,33.574698295448954,63.644490968434845,30,70.44345257419249,C
EMP0091,HR,Recruiter,2021-08-23,85.79164516082486,96.06777869110905,88.56267643259503,100.0,80.26665385774886,85.90770151130228,100.0,94.83154876631932,30.21471696836634,8,45.5489540253711,18.879577000795585,67.22784849263849,47,84.13500561945884,B
EMP0092,Customer Support,Support Specialist,2022-12-01,49.6712539355907,79.36911863307229,92.28186193098763,56.83631915661392,48.19374108178937,71.25230596290446,90.10379720309851,66.804425682806,50.833998250066195,9,59.28132628271902,4.943995082702972,71.26362245554739,31,64.13311998824268,D
EMP0093,Operations,Process Analyst,2023-03-10,87.16621728129307,96.74524023283328,89.12934539139123,75.90776380747738,88.47998758851345,79.89481582006152,81.00514040327317,73.4321779072904,78.42222958205744,11,65.68561716359504,20.185566652216067,67.24082963758194,28,82.63169657784997,B
EMP0094,Operations,Operations Specialist,2023-10-10,68.7705487550872,66.25907299797771,76.61397021735681,77.37445948231995,92.82373590458316,97.63368189058777,95.28000972499898,79.30756399835013,59.85972302381222,6,80.42054197114987,0.12989513867811706,98.41547364901464,21,79.66359947221463,C
EMP0095,HR,HR Specialist,2025-05-31,76.61480137091041,74.44280929593884,100.0,77.67902034379846,97.14569018247772,78.6586195864441,78.41504163929908,85.20487635145653,100.0,9,50.406884276799964,0.16796165422116804,79.11050834452237,1,83.52010734629064,B
EMP0096,Marketing,Brand Manager,2023-08-05,94.71484252325419,71.44831045221149,99.84978555809323,70.34034275041407,57.98167340676699,100.0,84.67490972144375,66.64741269795005,69.64808320289887,11,51.905748272353534,36.47907882243911,77.22329761457173,23,76.93194684436742,C
EMP0097,Customer Support,Support Manager,2022-05-03,65.85384373912629,68.67936243883227,97.36819870404022,75.63241754852454,73.91881471516169,61.42681770531924,73.66013223029576,100.0,49.47060318617257,7,49.20721089745898,23.8042022731824,85.14272458948496,38,71.08024894542903,C
EMP0098,Operations,Process Analyst,2022-04-25,87.96074761729557,69.92129694003994,100.0,52.68188621801241,66.30935130753895,56.262227880909556,54.750475468383506,73.37359787366444,70.13843158645919,9,32.0674259845108,38.09653135887864,77.48069380744386,39,66.42475186153794,D
EMP0099,Finance,Financial Analyst,2024-11-28,82.28813754575492,83.65423083076861,96.17783894756093,88.00987135686043,68.45018314617639,67.79661531469122,64.39414857233712,74.30877052028505,78.01211873834849,6,50.05960513221794,1.1450512402113913,104.03667769328587,7,75.86425950315278,C
EMP0100,Operations,Operations Manager,2020-10-05,74.7237698376286,91.41885408244643,83.84498164512055,93.58271355956408,93.57781954717204,95.56040026103186,90.505762925516,58.15236460379923,46.69224702763167,9,35.7929196421736,1.6332165437956148,91.76061209571353,58,80.52674148059874,B
EMP0101,Engineering,Tech Lead,2024-07-15,54.08079276300107,64.7966181641823,90.86484760972529,84.63524734343926,100.0,86.14192417633515,65.61498937081542,52.64527315392113,65.34562373456949,11,19.869598191726645,17.398417902937982,98.08160715575958,12,71.65755858828298,C
EMP0102,HR,HR Manager,2020-07-16,86.33078749367698,93.54237563555198,82.37291000471748,69.06317645279745,30.360849802885433,53.714239064463136,80.97820047735075,79.54326545247739,97.10917460630233,7,42.704983515475575,1.979633246828537,116.79746782858963,60,73.83025862318817,C
EMP0103,Customer Support,Support Manager,2021-07-04,89.40435652487568,71.87638799456933,100.0,79.88671912587266,57.03317734674167,93.7644194237752,42.96507585366835,54.36780251241481,21.084426420217483,6,23.73597692890986,7.881885882406684,108.16881692837931,48,63.79779565026689,D
EMP0104,Engineering,Architect,2024-02-04,87.81240805781809,73.34732522245562,100.0,82.00340599984926,93.40810584918509,83.74358949784772,68.30899519363244,68.03572484219256,61.28586856596079,8,17.550313569239066,11.675613484866611,63.691689283068044,17,77.24317790361769,C
EMP0105,Operations,Operations Specialist,2021-02-23,100.0,94.76504470685319,89.80941464572626,77.45649640763169,85.52176024113236,80.36882147967827,54.17164752154413,66.56350239995781,84.7598693794038,5,47.346711530411355,8.87225955592868,111.51399123350586,53,80.45089276702515,B
EMP0106,Marketing,Marketing Specialist,2023-05-29,45.68830070334755,72.12909805620042,86.01994020766867,72.42630297164901,38.432243922690745,83.91346165872737,76.41043567178116,82.29048974942093,49.773031649384706,4,43.44577044791757,34.4959313655625,77.64096048141603,25,65.13292054790024,D
EMP0107,Marketing,Marketing Specialist,2024-03-30,33.1000101123915,61.7988141909842,92.09532151677773,62.74904326080733,58.04723578225397,85.51126377868793,88.40341652763982,100.0,87.186928330979,3,45.63586424760206,15.30667990201703,64.8849886482541,15,72.09958899796797,C
EMP0108,Operations,Operations Manager,2022-03-31,54.97229013929005,73.06345823160666,92.83717961913528,69.7431214747065,84.39558201421514,60.23390901825986,71.68320422088792,73.54967432061984,39.84258002996571,6,45.80397752755589,0.07090998772483972,79.02399657360021,39,65.93547743119396,D
EMP0109,Product Management,Senior PM,2022-03-30,91.92446795772597,80.03536283539536,88.95925617294783,100.0,43.142144741670165,78.73400739563965,71.12902231495836,47.147633543671375,44.98877772501507,10,57.78595650827871,31.164176802470188,91.66407143307867,40,69.6376770642595,D
EMP0110,Marketing,Marketing Specialist,2024-12-28,92.78309345836794,77.99397239068168,93.12294626265616,89.41964230449176,43.663247792431456,76.10288043566598,70.38313416189972,72.00320579527173,52.6352836542672,11,24.61831682842746,2.330471204403615,88.25281100184101,6,71.87305749913469,C
EMP0111,Operations,Operations Specialist,2025-04-17,65.76449676921004,87.78719380167814,100.0,87.82127392155004,54.45750015675672,67.06268886102444,83.23942703719183,72.20699866319053,78.46815523014055,7,34.66992088819261,3.4656393351923946,77.82114082260487,2,74.60096680509278,C
EMP0112,Engineering,Tech Lead,2020-07-16,76.71061754311474,62.32652976016655,100.0,61.38216962800149,96.50502371587754,83.09774487673799,72.67207437840192,44.621178406006095,64.91771414595307,6,74.85401942468856,0.047535800380138986,99.43403078938726,60,70.27913155678242,C
EMP0113,Operations,Process Analyst,2022-03-31,81.08300091758295,88.58346344830866,78.18658763252478,74.84608119979247,66.37903044725334,65.10492134785228,81.7181232265792,91.30285974168999,78.90001789304213,7,14.683222603671688,24.617658269212647,98.09993597321261,39,78.48968727776263,C
EMP0114,Engineering,Architect,2024-09-11,76.43487633833759,85.14082026147508,87.50459149000308,67.40110212200636,71.13885142149091,78.57080513814134,45.763876582477586,66.33311376169404,29.069171302680942,13,16.273169576651515,11.90101374622529,87.83964310879824,10,64.98157711603798,D
EMP0115,Customer Support,Team Lead,2023-04-16,34.005759931438305,79.90403586118491,94.64440028922137,87.14297954895227,60.03539223456205,58.901723882653584,76.74521887575158,61.748087723910565,100.0,6,46.06815062633253,16.89370726392553,82.67913990453799,27,69.81039975730666,D
EMP0116,Customer Support,Support Manager,2024-02-09,99.81288678093604,68.08120857841686,79.67509155983907,69.71174500866502,96.5023325109874,78.8452531778073,72.49715874016532,50.88533234287583,93.16703119454652,11,46.308887664968466,0.6469388918542642,81.73894067080543,17,78.68786854180004,C
EMP0117,Operations,Operations Specialist,2023-03-03,83.61015380504647,75.61861506961147,94.57330955882426,81.3647778841503,79.83744900653092,72.61025702201175,54.01710400145392,76.97525741686641,55.24516512332527,9,33.4553344935168,21.108555597895684,93.25855307255956,28,72.40984741612456,C
EMP0118,Marketing,CMO,2024-06-17,61.901909707286116,90.51468469470568,87.24262696157356,84.46368100730892,58.42024590612778,100.0,81.10115281167697,71.05336647389144,72.54792125168886,8,48.770716570656106,5.834952598958161,97.65054677988225,13,77.50037023158572,C
EMP0119,HR,HR Manager,2024-02-15,62.02601565141157,78.36648674670144,92.52296839170221,85.96222425461887,70.03032891909051,66.95322164271967,56.978802414177906,67.47359029124924,90.26240508003978,4,32.17047619801984,0.277772227183008,84.81732301701723,17,72.25663437500111,C
EMP0120,Marketing,CMO,2021-07-24,87.79138836487552,75.23037413558873,99.56678720952759,81.85744270752562,53.01019583361747,79.45528737962111,61.93546322404722,77.95089304159258,65.03759553856027,15,52.92749086307321,8.783129104711257,111.07851285791554,48,72.78358002817856,C
EMP0121,Finance,Accountant,2025-05-22,66.6333000125468,87.22538490702321,90.18659134662157,100.0,70.57282748156943,65.9332714396439,52.37824393830126,79.74316544322454,66.80664573040337,8,34.718700557071756,12.885423941193654,101.69836996559317,1,73.66160486908906,C
EMP0122,Sales,Sales Representative,2022-12-22,84.54908916644956,66.34378679162843,80.20814131954737,57.50787222394472,48.387003059582526,59.53223916086966,52.21181299832899,83.10795157134517,76.92437085504977,7,37.661552786798794,1.8220483755565002,82.78686576674765,31,66.07051572839985,D
EMP0123,Operations,Process Analyst,2023-03-28,47.080437814123215,73.2801631520803,93.7660990249127,73.59820284399679,47.75396969219703,83.53075681403729,46.97567853433121,95.71804961419363,70.60413029392558,8,52.93107828411035,23.821365560705235,87.82832998672546,27,67.31767359486064,D
EMP0124,HR,Recruiter,2024-06-11,94.87029114050397,86.18121083987761,99.72274231792599,58.6983524724368,69.75900688262746,64.0643222985491,56.3225662168927,68.912054019846,78.50519322542773,4,65.98444855574152,7.428740219633099,87.24175811711345,13,72.16412463702017,C
EMP0125,Sales,Sales Manager,2024-07-30,51.39296133001916,86.46786436259289,100.0,92.93124122094373,74.56084997885745,85.13940300583124,55.21770179931909,53.62110616642783,50.86026873593353,3,28.388624803521086,16.055060666479285,87.20707035504937,11,68.77392457499062,D
EMP0126,Operations,Operations Manager,2021-03-01,75.42552956653113,75.64238240199708,80.06462424196782,77.15567640564944,49.2619946212127,100.0,43.58207270479554,80.2126674553983,82.836040610215,6,34.11685063228064,23.775846342115265,89.81855887193079,53,73.01454547072491,C
EMP0127,Finance,Accountant,2022-05-07,52.84987727331172,74.12785455357152,84.1386334392695,57.727638015401425,45.715758652689175,67.50017729626421,95.3716355402538,88.05022376572263,68.7434966277201,5,46.47687365501114,1.6067800559441967,90.42234135255255,38,68.76083271561683,D
EMP0128,Finance,CFO,2020-08-29,54.37399341611787,100.0,85.56634406575662,100.0,20.337415687244622,100.0,69.75936278189886,87.08659934618466,47.66690009908176,6,28.226451654903567,33.38276809965227,102.19997848399382,59,72.40303391631598,C
EMP0129,Engineering,Senior Engineer,2023-09-10,65.31936377646731,78.0998385094361,94.52336094221452,61.75260679723103,66.61019796872739,89.09234540498247,85.43317945413236,83.751875459916,78.45505893217171,14,42.887895753654384,6.489394626177418,80.37797014747171,22,76.06430828788304,C
EMP0130,Sales,Sales Representative,2022-02-27,66.51142042018142,75.92692216081407,89.81988924427586,61.446205486554845,28.068291993694046,74.3459259767505,82.0394380265442,60.84675668193276,92.13579383029005,8,27.638367395217337,2.3977749843375564,80.54174322534183,41,67.66509432209523,D
EMP0131,Operations,Process Analyst,2023-02-05,77.8272371336854,77.99697042637413,72.70063089406744,86.76180491232714,66.82419058075097,80.04436939768472,89.72399042963454,78.3074547424844,49.028045994163655,7,30.553515304141122,3.4628544731199455,104.90008526415332,29,75.81425795213812,C
EMP0132,Operations,Operations Specialist,2021-05-21,68.07448580493124,54.59853466324543,100.0,80.10808360122911,73.1431747412221,82.6802160528338,69.640391525077,74.35128870680731,70.54986630327085,6,45.42929642851236,20.267794231729468,76.27737791016227,50,71.6432551748271,C
EMP0133,Customer Support,Support Specialist,2022-03-09,80.20698662657354,81.59319932334299,78.79716446445178,90.15526698708503,69.87534295513282,68.44569680584513,69.57685034082883,78.48861462778379,36.42749248356639,4,44.445188430539574,6.427702531249625,94.80743693396117,40,71.84618126876983,C
EMP0134,Sales,Account Manager,2022-04-21,66.8114891174219,79.51961416151342,85.77953019249192,69.22275670803448,71.52715496409508,83.76986499033428,87.22923455773125,68.90359285441278,48.26554343161688,10,53.188973583146,8.074052184297683,72.16898421119045,39,71.90615634814499,C
EMP0135,Operations,Process Analyst,2022-01-08,48.79496120554886,100.0,94.42547157788881,81.69821181121803,75.30255427337055,92.02539189139353,64.97556368765649,74.32134069416308,68.01217409119577,11,32.42327075815311,9.233045514587307,90.77271205454832,42,75.6412747068183,C
EMP0136,Product Management,Senior PM,2023-08-16,89.34289826855452,62.92512907416235,99.64758167342956,65.1733182872587,82.09495946636189,52.32353344103667,58.25143082380731,69.53289901345828,61.63471356044299,14,34.48237387885203,7.979902988008087,95.05865133630245,23,67.65986024188534,D
EMP0137,Product Management,Product Manager,2024-08-06,83.2559618343408,84.29091347741905,78.43323773738692,51.29226162178727,90.56035768420709,62.77587096939067,63.484966288313004,59.704281940539644,46.372443311673756,3,51.09975446331892,14.403254015679604,88.96034233856157,11,67.71713214095891,D
EMP0138,Product Management,Product Manager,2022-06-11,67.77114862012786,100.0,91.38928608481638,74.3820179026197,79.17291550823408,66.63386380794704,53.90313397877216,92.28406281450032,57.28948320925427,10,42.74621084048722,5.263216179362611,77.11046545905471,37,73.92957823018193,C
EMP0139,HR,HR Director,2023-08-22,70.06784289521696,80.93302303449441,100.0,73.51121755186725,52.13305281026661,77.5454186375102,87.31638786371641,62.901826755882496,66.16305791600882,5,57.311371750496065,0.4648385025210756,88.58547679019301,23,71.3214784331204,C
EMP0140,Sales,Sales Manager,2024-08-09,92.57812838345957,80.38337145964667,95.93436423664237,89.55507020069156,94.73636251754881,91.70392771087403,75.80230061560327,96.2221095305883,74.65841486331465,4,41.18647952653033,3.4284271815392424,90.37496255932628,11,86.95496066021586,B
EMP0141,Product Management,Product Director,2023-07-12,82.7736241292506,65.81316259300539,100.0,49.67499457455605,58.85597851449283,100.0,86.62413747483394,100.0,89.03815085045684,7,37.0438675257599,3.839664618030908,79.57091290038171,24,79.09750601707447,C
EMP0142,Sales,Account Manager,2022-11-12,69.2743460807479,85.29990932088316,82.96727753086661,53.732685874818294,85.74314123025306,81.60252685355505,82.61859793508182,78.30123743024694,54.998248802701625,11,31.133291129988837,0.77683673027439,87.82933130639304,32,73.94633669103598,C
EMP0143,Operations,Operations Specialist,2024-12-15,70.74133280050185,80.74832005915458,81.01586947777275,79.12348001844951,69.6868852757904,100.0,72.58562345945903,68.80553176987283,77.40450343592576,2,46.293864068991226,0.1950303542693527,88.80860977693999,6,77.38695960239426,C
EMP0144,Operations,Process Analyst,2024-01-24,77.76213507287676,81.34115113478086,84.17478404949678,98.20170072113747,46.77141065338539,79.8958130201826,86.34106344418402,81.74925196582464,66.7824908020854,6,17.309371858027554,9.554795779062935,93.4449547449554,17,77.35562710180713,C
EMP0145,Sales,Account Manager,2024-03-20,60.26212950458836,65.85346663637597,98.41025248521011,62.57222114788414,62.71700852750356,42.61842653316367,99.63827965974643,88.62207276037034,99.31674048736747,7,29.81951663972758,15.13292445133143,81.09145436480007,15,72.700043157125,C
EMP0146,Sales,Account Manager,2020-09-23,95.2595480750588,72.6673866595427,95.83415567549108,76.8579552638354,70.2616516828211,76.53212255488745,94.44696450427068,78.48439203714632,73.87138192766699,11,35.69102394494228,2.3054224662385296,82.73226234673179,58,79.79767533815368,C
EMP0147,Customer Support,Support Manager,2023-04-09,76.3521461823946,89.33171193445413,73.99527195996976,68.12231885133266,49.011167133689874,77.92344160023664,61.19564253522415,69.88048007824204,51.58853675286615,9,41.015350155135586,14.882342873119367,69.24158454300147,27,67.92568063355503,D
EMP0148,HR,HR Specialist,2023-07-28,84.48702398025877,82.0194998601673,84.41288891258472,57.86118739909689,79.74084144586223,67.02963487861413,57.4728232376928,85.93170381006817,50.50090735966857,9,11.647423825808179,5.898294294676154,83.2147657463807,23,70.63045274642862,C
EMP0149,Finance,Accountant,2023-07-11,76.58445705989817,64.73907928945522,100.0,57.672528474752376,86.94155886423275,100.0,62.02626065406556,90.05980473364221,39.87689957819257,7,29.50878825582738,1.5023272031704864,93.69922642948202,24,72.23757358177986,C
EMP0150,Product Management,Product Director,2023-11-18,81.45075455322937,79.35252833263276,95.7044623228594,60.1403258285784,42.833822556914896,85.06842258302555,49.702906992969204,100.0,78.17463622912535,11,24.711122667722737,9.339380002441631,94.37201088706793,20,72.09042463455944,C
